topic_no,score,title,date,link,source
20,0.8792872,अमेरिकाले पठाएको राहत रोक्न पुल बन्द गरेका मडुरो भन्छन्- रूसले सामान पठाउँदैछ,"मंगलबार, फागुन ७, २०७५",https://www.setopati.com/politics/175613,Setopati
20,0.8778032,प्रचण्डले अमेरिकाको आलोचना गरेको भेनेजुयला विवाद के हो?,"शनिबार, माघ १२, २०७५",https://www.setopati.com/politics/174115,Setopati
20,0.87683713,कोलम्बियासँगको पुलमा कन्टेनर तेर्स्याएका मडुरोले ब्राजिलतिरको सीमा पनि बन्द गर्ने,"शुक्रबार, फागुन १०, २०७५",https://www.setopati.com/politics/175834,Setopati
20,0.87047225,मडुरोका गुप्तचरले कारसहित उठाए गुवाइदोका उपाध्यक्ष,"बिहीबार, वैशाख २६, २०७६",https://www.setopati.com/politics/180306,Setopati
20,0.8201306,भेनेजुयलाबारे ओलीसँग सल्लाह नै नगरी प्रचण्डको विज्ञप्ति!,"आइतबार, माघ १३, २०७५",https://www.setopati.com/politics/174182,Setopati
21,0.91824156,के छ राष्ट्रपतिले प्रमाणीकरण गरेको नागरिकता विधेयकमा? (पूर्णपाठ),"शुक्रबार, जेठ १९, २०८०",https://www.setopati.com/politics/303662,Setopati
21,0.8874396,नयाँ कानुन अनुसार आइतबारदेखि नागरिकता दिइने,"शुक्रबार, जेठ १९, २०८०",https://www.setopati.com/politics/303720,Setopati
21,0.87841797,"गृह मन्त्रालय, बच्चा जन्माउने आमाले हो कि मावलीले?","शुक्रबार, चैत २४, २०७९",https://www.setopati.com/politics/298914,Setopati
21,0.86537635,प्रस्तावित कानुनअनुसार कसरी पाइन्छ आमाको नामबाट नागरिकता?,"मंगलबार, असार ९, २०७७",https://www.setopati.com/politics/209705,Setopati
21,0.85772663,रवि लामिछानेको नागरिकता र पासपोर्ट विवादमा काठमाडौं प्रहरीले थाल्यो अनुसन्धान,"शुक्रबार, मंसिर १६, २०७९",https://www.setopati.com/politics/288775,Setopati
21,0.8428946,बाबुको पहिचान नभएको स्वघोषणा गरे आमाको नामबाट नागरिकता पाइने,"आइतबार, जेठ ९, २०७८",https://www.setopati.com/politics/238421,Setopati
21,0.8406981,संसदमा नागरिकता विधेयक पारित भए के-के हुन्छ परिवर्तन?,"शुक्रबार, साउन ६, २०७९",https://www.setopati.com/politics/277540,Setopati
21,0.83877736,"राष्ट्रिय सभाबाट पनि नागरिकता विधेयक पारित, राष्ट्रपतिले प्रमाणीकरण गरेपछि लागू हुने","बिहीबार, साउन १२, २०७९",https://www.setopati.com/politics/278114,Setopati
22,0.9756178,भूकम्पपीडितलाई अस्थायी आवास बनाउन प्रतिपरिवार ५० हजार दिइने,"आइतबार, कात्तिक २६, २०८०",https://www.setopati.com/politics/315887,Setopati
22,0.9653708,बाढीपहिरो पीडितको उद्धार र राहतलाई प्रभावकारी बनाउन प्रचण्डको माग,"बुधबार, असार २, २०७८",https://www.setopati.com/politics/240619,Setopati
22,0.9624962,कांग्रेसले भूकम्प पीडितको सहयोगका लागि ५० लाख दिने,"शनिबार, कात्तिक १८, २०८०",https://www.setopati.com/politics/315241,Setopati
22,0.9437384,भूकम्प प्रभावितको उद्धार तथा राहतमा जुट्न राष्ट्रपतिको अपिल,"शनिबार, कात्तिक १८, २०८०",https://www.setopati.com/politics/315219,Setopati
22,0.9424575,कांग्रेसले सरकारलाई भन्यो- बझाङ भूकम्प प्रभावितलाई राहत देऊ,"बुधबार, असोज १७, २०८०",https://www.setopati.com/politics/313179,Setopati
22,0.94090044,बाढीपहिरो पीडितलाई राहत दिने सरकारको निर्णय,"बुधबार, कात्तिक ३, २०७८",https://www.setopati.com/politics/251709,Setopati
22,0.93559784,बझाङका भूकम्पपीडितलाई अस्थायी घर बनाउन सरकारले ५० हजार रुपैयाँ दिने,"शुक्रबार, असोज १९, २०८०",https://www.setopati.com/politics/313366,Setopati
22,0.91579235,"बाढीपहिरो प्रभावित क्षेत्रको निरीक्षण गर्न प्रधानमन्त्री देउवा सुदूरपश्चिम जाँदै, आज उतै बस्ने","बिहीबार, कात्तिक ४, २०७८",https://www.setopati.com/politics/251750,Setopati
23,0.9422143,"प्रकाशमानको छोरा पनि कांग्रेस राजनीतिमा, भए महाधिवेशन प्रतिनिधि","सोमबार, मंसिर ६, २०७८",https://www.setopati.com/politics/254664,Setopati
23,0.92512727,"अर्जुन नरसिंहको संयोजनमा कांग्रेसको महाधिवेशन केन्द्रित छलफल, सिटौलालाई पनि बोलाइयो","शुक्रबार, असार २५, २०७८",https://www.setopati.com/politics/242695,Setopati
23,0.91874665,शुक्रबार कांग्रेस केन्द्रीय कार्यसमिति बैठक बस्ने,"मंगलबार, भदौ ५, २०७५",https://www.setopati.com/politics/165544,Setopati
23,0.9134969,देउवासँग असन्तुष्ट कांग्रेस नेताको भेला सानेपामा,"बुधबार, साउन १४, २०७७",https://www.setopati.com/politics/212479,Setopati
23,0.9024837,कांग्रेस केन्द्रीय समिति बैठक जारी (लाइभ),"आइतबार, असोज ७, २०८०",https://www.setopati.com/politics/312282,Setopati
23,0.90026724,सानेपामा भेला भए पौडेल-सिटौला पक्षका ४० बढी जिल्ला सभापति,"सोमबार, पुस २१, २०७६",https://www.setopati.com/politics/197092,Setopati
23,0.90015346,पौडेलले बोलाए पार्टी कार्यालयमा जिल्ला सभापति भेला,"सोमबार, पुस २१, २०७६",https://www.setopati.com/politics/197074,Setopati
23,0.89926493,"कांग्रेसले बनायो केन्द्रीय कार्यसम्पादन समिति, को-को परे?","शुक्रबार, माघ १४, २०७८",https://www.setopati.com/politics/260808,Setopati
24,0.985659,प्रदेश नम्बर ७ मा २५अर्ब छ करोडको बजेट सार्वजनिक,"शुक्रबार, असार १, २०७५",https://www.setopati.com/politics/161849,Setopati
24,0.98289096,"यस्तो छ, आर्थिक वर्ष २०७६/०७७ को बजेट (पूर्णपाठसहित)","बिहीबार, जेठ १६, २०७६",https://www.setopati.com/politics/181626,Setopati
24,0.9303535,आगामी वर्षको आर्थिक वृद्धिदर साढे ८ प्रतिशत पुग्ने,"बिहीबार, जेठ १६, २०७६",https://www.setopati.com/politics/181615,Setopati
24,0.9205132,लुम्बिनी प्रदेश सरकारले ल्यायो ४० अर्ब ९५ करोड ९७ लाख नयाँ बजेट (पूर्णपाठसहित),"बुधबार, असोज २०, २०७८",https://www.setopati.com/politics/250924,Setopati
24,0.9205101,कर्णाली प्रदेश : कुन निकायलाई कति बजेट ?,"बिहीबार, असार १४, २०७५",https://www.setopati.com/politics/162539,Setopati
24,0.91610247,हेटौंडा उपमहानगरले ल्यायो दुई अर्ब ६० करोडको बजेट,"शनिबार, असार २, २०८०",https://www.setopati.com/politics/304879,Setopati
24,0.9110782,सात प्रदेशले ल्याउँदै छन् २ खर्ब बढीको बजेट,"शुक्रबार, असार १, २०७५",https://www.setopati.com/politics/161826,Setopati
24,0.90691686,यस्तो छ आर्थिक वर्ष २०७८-७९ को बजेट (पूर्णपाठ),"शनिबार, जेठ १५, २०७८",https://www.setopati.com/politics/238998,Setopati
25,0.99634796,तनहुँ-१ मा ९ वटा वडाको मतगणना बाँकी रहँदा स्वर्णिम वाग्लेलाई ५२ प्रतिशत मत,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300364,Setopati
25,0.99464184,"गोविन्द भट्टराईले कटाए १० हजार मत, स्वर्णिमले ल्याए सर्वेन्द्रको तेब्बर","सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300359,Setopati
25,0.9935425,तनहुँ-१ को मतगणना झन्डै आधा सकिँदा कसले कति मत पाए?,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300332,Setopati
25,0.9916657,तनहुँ–१ मा स्वर्णिम वाग्लेले अझै फराकिलो पारे मतान्तर ,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300324,Setopati
25,0.99144655,"तनहुँ-१ मा एक तिहाइ मतगणना सकियो, कसले कति पाए?","सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300299,Setopati
25,0.99088717,तनहुँमा झन्डै २० हजार मत गणना हुँदा कसले कति मत पाए?,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300296,Setopati
25,0.9907136,तनहुँमा साढे १८ हजार मत गन्दा स्वर्णिमले पाए १० हजार बढी मत,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300287,Setopati
25,0.9903458,१७ हजार मत गन्दा स्वर्णिमले झनै बढाए मतान्तर,"सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300285,Setopati
26,0.9008337,इमरान खान पाँच वर्षसम्म चुनाव लड्न अयोग्य ठहर,"शुक्रबार, कात्तिक ४, २०७९",https://www.setopati.com/politics/285198,Setopati
26,0.8953352,पाकिस्तानी प्रधानमन्त्रीमा इमरान खान निर्वाचित,"शुक्रबार, भदौ १, २०७५",https://www.setopati.com/politics/165364,Setopati
26,0.881171,भ्रष्टाचार र वंशवादविरूद्ध पाकिस्तानमा इमरानको उदय,"शुक्रबार, साउन ११, २०७५",https://www.setopati.com/politics/164142,Setopati
27,0.97880155,असंलग्न मुलुकहरूको बैठकमा सहभागी हुन परराष्ट्रमन्त्री खड्का ब्रेलग्रेडतर्फ,"शुक्रबार, असोज २२, २०७८",https://www.setopati.com/politics/251139,Setopati
27,0.97783,नेपाल र घानाबीच कूटनीतिक सम्बन्ध स्थापना,"बिहीबार, असोज ९, २०७६",https://www.setopati.com/politics/190567,Setopati
27,0.9767836,परराष्ट्रमन्त्री खड्का आज चीन भ्रमणमा जाँदै,"मंगलबार, साउन २४, २०७९",https://www.setopati.com/politics/279105,Setopati
27,0.9743301,परराष्ट्र सचिव पौडेलले भेटे चिनियाँ विदेश मन्त्री,"बिहीबार, चैत २३, २०७९",https://www.setopati.com/politics/298908,Setopati
27,0.97363466,प्रधानमन्त्री प्रचण्ड र चीनका समकक्षी ली छ्याङबीच भेटवार्ता,"सोमबार, असोज ८, २०८०",https://www.setopati.com/politics/312363,Setopati
27,0.97213566,परराष्ट्र मन्त्री ज्ञवालीले बेइजिङमा भेट चिनियाँ समकक्षी,"बिहीबार, असार १९, २०७६",https://www.setopati.com/politics/183949,Setopati
27,0.97213054,न्युयोर्कमा प्रधानमन्त्री प्रचण्ड र नर्वेका प्रधानमन्त्रीबीच भेटवार्ता,"बिहीबार, असोज ४, २०८०",https://www.setopati.com/politics/312076,Setopati
27,0.97044885,नेपाल-चीन परराष्ट्र मन्त्रीस्तरीय बैठक जारी,"सोमबार, भदौ २३, २०७६",https://www.setopati.com/politics/189464,Setopati
28,0.8455158,विराटनगरमा प्रहरी र प्रदर्शनकारीबीच झडप (तस्बिरहरू),"आइतबार, जेठ १४, २०८०",https://www.setopati.com/politics/303163,Setopati
30,0.98682183,कोशीका मुख्यमन्त्री कार्कीले आज विश्वासको मत लिने,"बुधबार, कात्तिक १, २०८०",https://www.setopati.com/politics/314200,Setopati
30,0.98641163,महिनादिनमै बिदा भयो कोशीको चौथो सरकार,"शनिबार, असोज २०, २०८०",https://www.setopati.com/politics/313416,Setopati
30,0.9847624,लुम्बिनीमा नयाँ सरकार बनाउन आज ३ बजेसम्म समय,"बिहीबार, साउन २८, २०७८",https://www.setopati.com/politics/245882,Setopati
30,0.98426735,विश्वासको मत नपाउने भएपछि शाक्यले दिने भइन् मुख्यमन्त्रीबाट राजीनामा,"बुधबार, कात्तिक १०, २०७८",https://www.setopati.com/politics/252324,Setopati
30,0.9834695,राजेन्द्र राईलाई प्रदेश-१ को मुख्यमन्त्री बनाउन सांसदको हस्ताक्षर संकलन,"सोमबार, कात्तिक १५, २०७८",https://www.setopati.com/politics/252771,Setopati
30,0.9831844,गण्डकीका मुख्यमन्त्री गुरूङले आज विश्वासको मत लिँदै,"बिहीबार, जेठ २७, २०७८",https://www.setopati.com/politics/240036,Setopati
30,0.9828891,केदार कार्कीलाई मुख्यमन्त्री नियुक्त गर्न माग गर्दै कांग्रेस–एमालेका सांसदहरू पुगे प्रदेश प्रमुखकोमा,"शुक्रबार, असोज २६, २०८०",https://www.setopati.com/politics/313913,Setopati
30,0.9822673,"गण्डकी सरकारबाट बाहिरिने माओवादीको निर्णय, मन्त्रीहरूले आजै राजीनामा दिने","शुक्रबार, चैत १०, २०७९",https://www.setopati.com/politics/297735,Setopati
31,0.99722934,"आलमको थुनछेक बहस आज सकिएन, भोलि फेरि","बिहीबार, कात्तिक २१, २०७६",https://www.setopati.com/politics/192878,Setopati
31,0.99702674,सर्वोच्चले माग्यो पूर्वमन्त्री आलमको कैफियत प्रतिवेदन,"आइतबार, असोज ४, २०७७",https://www.setopati.com/politics/217439,Setopati
31,0.9937289,"आलमको मुद्दामा थुनछेक बहस सकिएन, आइतबार पनि हुने","शुक्रबार, कात्तिक २२, २०७६",https://www.setopati.com/politics/192951,Setopati
31,0.99330544,'आफूले नहेर्ने' भन्दै छोडे न्यायाधीश रेग्मीले आलमको मुद्दा,"शुक्रबार, साउन २९, २०७८",https://www.setopati.com/politics/246018,Setopati
31,0.9913044,अदालतले पठायो आलमलाई थुनामा,"शुक्रबार, कात्तिक २९, २०७६",https://www.setopati.com/politics/193470,Setopati
31,0.9873975,आलमलाई राती नै नख्खु ल्याइयो,"शनिबार, कात्तिक ३०, २०७६",https://www.setopati.com/politics/193493,Setopati
31,0.9853516,आलमको बयान आज पनि सकिएन,"बुधबार, कात्तिक २०, २०७६",https://www.setopati.com/politics/192800,Setopati
31,0.9839036,"आलमको थुनछेक बहस सकियो, थुन्ने कि छोड्ने आदेश आजै","शुक्रबार, कात्तिक २९, २०७६",https://www.setopati.com/politics/193453,Setopati
32,0.96517545,"थपिए १७१ कोरोना संक्रमित, निको भए २२७","बिहीबार, माघ २२, २०७७",https://www.setopati.com/politics/228412,Setopati
32,0.8845461,काठमाडौंमा उपत्यकामा ३३४ संक्रमित थपिए,"आइतबार, साउन ३, २०७८",https://www.setopati.com/politics/243608,Setopati
32,0.8790228,२ महिने शिशुसहित पर्साका १७ जनामा देखियो कोरोना,"बुधबार, वैशाख २४, २०७७",https://www.setopati.com/politics/205630,Setopati
32,0.8693678,लकडाउन ५ जेठसम्म लम्ब्याउने मन्त्रिपरिषद निर्णय,"बुधबार, वैशाख २४, २०७७",https://www.setopati.com/politics/205608,Setopati
32,0.8679174,"स्वास्थ्य मन्त्री ढकालले भने- देशभर २६ सय आइसियू छन्, उपकरण अभाव हुन दिँदैनौं ","मंगलबार, कात्तिक ४, २०७७",https://www.setopati.com/politics/219963,Setopati
32,0.8544764,"'कोरोनाको तेस्रो लहर सुरू हुने लक्षण देखिन थालेका छन्, अत्यन्त आवश्यकमा मात्र बाहिर निस्कनू'","शनिबार, साउन २३, २०७८",https://www.setopati.com/politics/245439,Setopati
32,0.84610236,यस्ता छन् सिसिएमसी बैठकका निर्णय,"शनिबार, चैत २८, २०७७",https://www.setopati.com/politics/234155,Setopati
32,0.84320474,भुटानमा पुनः लकडाउन,"बुधबार, पुस ८, २०७७",https://www.setopati.com/politics/224535,Setopati
33,0.9326958,"प्रचण्डले प्रधानमन्त्री बन्ने इच्छा देखाउनुभयो, तर ढिलो गर्नुभयो: ओली (भिडिओ)","शनिबार, पुस ९, २०७९",https://www.setopati.com/politics/290345,Setopati
33,0.91677743,ओलीलाई प्रचण्डको चुनौती- एक्लै लडेर प्रधानमन्त्री बनेर देखाउनुस्,"शनिबार, जेठ १४, २०७९",https://www.setopati.com/politics/272514,Setopati
33,0.9166995,अप्ठ्यारो पर्दा पिठ्युँ फर्काएर भागिँदैन : माधव नेपाल,"शनिबार, साउन ३०, २०७८",https://www.setopati.com/politics/246111,Setopati
33,0.91310966,बदलिएको कांग्रेसले मात्रै मुलुक बदल्न सक्छः गगन थापा,"सोमबार, असार ४, २०८०",https://www.setopati.com/politics/305093,Setopati
33,0.9098401,"बोल्ने धेरै, सुन्ने कम भयो: माधव नेपाल","बिहीबार, जेठ २, २०७६",https://www.setopati.com/politics/180660,Setopati
33,0.8764616,प्रचण्डलाई लक्षित गर्दै प्रधानमन्त्री ओलीले भने- लाटाकोशेराहरू घाम लागेका ठाउँमा टिक्न सक्दैनन्,"शुक्रबार, पुस २४, २०७७",https://www.setopati.com/politics/226009,Setopati
33,0.8722134,"स्पष्टीकरणबाट तर्सेका छैनौं, मैदान छोडेर भाग्नेवाला छैनौं: माधव नेपाल","मंगलबार, चैत १०, २०७७",https://www.setopati.com/politics/232716,Setopati
33,0.8704631,"गगनले भने- दल नेता फेर्न लागेको हुँ, पार्टी फुटाउन होइन (भिडिओ)","सोमबार, साउन ८, २०८०",https://www.setopati.com/politics/307756,Setopati
34,0.83342034,एकै मन्त्रीको भागमा ५ मन्त्रालय!,"बिहीबार, असार १०, २०७८",https://www.setopati.com/politics/241419,Setopati
34,0.82915473,प्रधानमन्त्रीसहित गठबन्धनका नेता निजगढ विमानस्थलको निरीक्षण गर्न जाँदै,"शनिबार, असार १८, २०७९",https://www.setopati.com/politics/275728,Setopati
34,0.82404554,निजगढ अन्तर्राष्ट्रिय विमानस्थलको अबलोकन गर्न प्रधानमन्त्री सहितको टोली बारामा,"शनिबार, असार १८, २०७९",https://www.setopati.com/politics/275730,Setopati
34,0.8186732,सर्वोच्चको लिखित आदेश: निजगढमा अन्तर्राष्ट्रिय विमानस्थल बनाउने विकल्प खुला,"बुधबार, असार १५, २०७९",https://www.setopati.com/politics/275515,Setopati
34,0.81542057,यस्तो छ निजगढ विमानस्थलबारे सर्वोच्चको आदेश (पूर्णपाठ),"बुधबार, असार १५, २०७९",https://www.setopati.com/politics/275513,Setopati
35,0.8665251,प्रतिनिधि सभा विघटनविरूद्ध ५ विद्यार्थी संगठनले आज देशैभर प्रदर्शन गर्दै,"बुधबार, असार १६, २०७८",https://www.setopati.com/politics/241898,Setopati
35,0.8578425,तीनकुनेमा युवा संघ र अनेरास्ववियुको प्रदर्शन (तस्बिरहरू),"बिहीबार, मंसिर ७, २०८०",https://www.setopati.com/politics/316476,Setopati
35,0.8559159,सरकारको विरोधमा तरुण दलको प्रदर्शन,"बुधबार, असार १३, २०७५",https://www.setopati.com/politics/162502,Setopati
35,0.8217201,संसद विघटनविरुद्ध विवेकशीलको ऐना देखाएर विरोध प्रदर्शन,"शुक्रबार, पुस २४, २०७७",https://www.setopati.com/politics/225966,Setopati
35,0.801188,प्रतिनिधि सभा विघटनविरूद्ध ५ विद्यार्थी संगठन एकजुट,"आइतबार, जेठ ९, २०७८",https://www.setopati.com/politics/238359,Setopati
36,0.9249234,भोलि सार्वजनिक विदा,"बिहीबार, माघ २९, २०७७",https://www.setopati.com/politics/229042,Setopati
36,0.81426173,केन्द्रीय सुरक्षा समिति बैठक: राष्ट्रिय सभा निर्वाचनको सुरक्षाबारे छलफल,"आइतबार, पुस ११, २०७८",https://www.setopati.com/politics/257953,Setopati
36,0.8003787,जानकी नवमी मनाउन राष्ट्रपति भण्डारी जनकपुर आउने,"सोमबार, वैशाख ३०, २०७६",https://www.setopati.com/politics/180502,Setopati
37,0.9847489,कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा सुधार,"शुक्रबार, फागुन २६, २०७९",https://www.setopati.com/politics/296308,Setopati
37,0.98226917,कांग्रेस सांसद चन्द्र भण्डारी डिस्चार्ज,"शुक्रबार, भदौ १, २०८०",https://www.setopati.com/politics/309701,Setopati
37,0.9683087,"कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा सुधार, खान दिइयो सामान्य आहार","मंगलबार, चैत ७, २०७९",https://www.setopati.com/politics/297471,Setopati
37,0.94662887,कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा क्रमिक सुधार,"सोमबार, फागुन २२, २०७९",https://www.setopati.com/politics/296004,Setopati
37,0.9153609,कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा क्रमिक सुधार,"सोमबार, फागुन ८, २०७९",https://www.setopati.com/politics/294958,Setopati
37,0.9146419,कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा सुधार,"बुधबार, फागुन १०, २०७९",https://www.setopati.com/politics/295075,Setopati
37,0.8979391,"महराको रक्तचाप बढेपछि सिसियूमा भर्ना, एनजिओग्राम गरियो","शुक्रबार, कात्तिक १, २०७६",https://www.setopati.com/politics/191677,Setopati
37,0.89382905,"कांग्रेस सांसद चन्द्र भण्डारीको स्वास्थ्यमा क्रमिक सुधार, हिँडाउन थालियो","शुक्रबार, चैत २४, २०७९",https://www.setopati.com/politics/298939,Setopati
38,0.985425,सातै प्रदेश सभामा सत्ता गठबन्धन बहुमत उन्मुख,"शनिबार, मंसिर १०, २०७९",https://www.setopati.com/politics/288278,Setopati
38,0.9819422,पाँच महिनाअघि बारा-२ मा समानुपतिकतर्फ कसले कति मत ल्याएका थिए?,"मंगलबार, चैत २१, २०७९",https://www.setopati.com/politics/298692,Setopati
38,0.98008645,बागमती प्रदेश सभामा पाँच वर्षअघिको आधा सिट पनि जितेन एमालेले,"बिहीबार, मंसिर २२, २०७९",https://www.setopati.com/politics/289213,Setopati
38,0.9787963,गठबन्धनलाई हराउँदै प्रदेश १ मा एमालेका उम्मेदवार सोनाम ग्याल्जेन शेर्पा विजयी,"बुधबार, माघ १२, २०७८",https://www.setopati.com/politics/260643,Setopati
38,0.97364193,बारामा निरन्तर मतान्तर बढाउँदै उपेन्द्र यादव,"मंगलबार, वैशाख १२, २०८०",https://www.setopati.com/politics/300404,Setopati
38,0.9736373,"बारा-२ मा उपेन्द्र यादवलाई झन्डै ६ सय मतको अग्रता, रास्वपाका रमेश खरेल धेरै पछाडि","सोमबार, वैशाख ११, २०८०",https://www.setopati.com/politics/300360,Setopati
38,0.97131914,बारा-२ मा उपेन्द्र यादव ४५ सय मतले अगाडि,"मंगलबार, वैशाख १२, २०८०",https://www.setopati.com/politics/300418,Setopati
38,0.97131914,"बारामा उपेन्द्र यादवको अग्रता कायमै, रास्वपाका खरेल धेरै पछि","मंगलबार, वैशाख १२, २०८०",https://www.setopati.com/politics/300411,Setopati
39,0.9862647,राष्ट्रपतिको संविधान दिवस सन्देशः समाजवादउन्मुख अर्थतन्त्रमा मुलुक अघि बढिरहेको छ,"शुक्रबार, असोज ३, २०७६",https://www.setopati.com/politics/190177,Setopati
39,0.9840077,सन् २०१९ मा समृद्ध नेपाल सुखी नेपालीको अभियान सार्थक विन्दुमा पुग्छ: प्रधानमन्त्री ओली,"मंगलबार, पुस १७, २०७५",https://www.setopati.com/politics/172537,Setopati
39,0.98346114,"नयाँ वर्षमा जोश, उमंग र उत्साहसाथ काममा जुट्नुहोस्: प्रधानमन्त्री","बिहीबार, वैशाख १, २०७९",https://www.setopati.com/politics/267579,Setopati
39,0.98099536,"‘समृद्ध नेपाल, सुखी नेपाली’को लक्ष्य प्राप्तिमा एकजुट हुन प्रधानमन्त्रीको आह्वान","बुधबार, फागुन ७, २०७६",https://www.setopati.com/politics/199975,Setopati
39,0.96646607,विकास र समृद्धिको बाटोमा अघि बढ्ने हाम्रो साझा उद्देश्य हो: प्रधानमन्त्री देउवा,"आइतबार, जेठ १५, २०७९",https://www.setopati.com/politics/272553,Setopati
39,0.95913553,नेपाललाई विकसित राष्ट्रका रूपमा अगाडि बढाउनु गणतन्त्रको वास्तविक कार्यभार हो: राष्ट्रपति,"आइतबार, जेठ १५, २०७९",https://www.setopati.com/politics/272555,Setopati
39,0.9550255,बृहत्तर राष्ट्रिय सहमति आजको आवश्यकता: प्रधानमन्त्री प्रचण्ड (भिडिओ),"आइतबार, फागुन ७, २०७९",https://www.setopati.com/politics/294881,Setopati
39,0.95493996,संविधानले नेपालीलाई राष्ट्रिय एकताको सूत्रमा आबद्ध गरेको छ: राष्ट्रपति भण्डारी,"सोमबार, असोज ३, २०७९",https://www.setopati.com/politics/282823,Setopati
